Date,Close
4/12/2019,116.11
4/15/2019,116.74
4/16/2019,116.83
4/17/2019,116.75
4/18/2019,116.96
4/22/2019,117.04
4/23/2019,116.86
4/24/2019,117.07
4/25/2019,122.44
4/26/2019,125.17
4/29/2019,124.31
4/30/2019,124.85
5/1/2019,122.92
5/2/2019,122.54
5/3/2019,121.83
5/6/2019,123.64
5/7/2019,124.31
5/8/2019,124.86
5/9/2019,125.5
5/10/2019,126.88
5/13/2019,127.07
5/14/2019,127.06
5/15/2019,127.74
5/16/2019,128.49
5/17/2019,128.9
5/20/2019,129.3
5/21/2019,130.31
5/22/2019,131.44
5/23/2019,130.22
5/24/2019,130.19
5/28/2019,128.3
5/29/2019,128.88
5/30/2019,130.81
5/31/2019,131.96
6/3/2019,132.33
6/4/2019,133.13
6/5/2019,136.01
6/6/2019,137.24
6/7/2019,138.01
6/10/2019,136.74
6/11/2019,136.82
6/12/2019,138.22
6/13/2019,137.63
6/14/2019,138.32
6/17/2019,137.7
6/18/2019,138.25
6/19/2019,137.9
6/20/2019,137.64
6/21/2019,137.13
6/24/2019,137.45
6/25/2019,137.2
6/26/2019,134.15
6/27/2019,134.88
6/28/2019,134.03
7/1/2019,134.25
7/2/2019,136.09
7/3/2019,138
7/5/2019,138.26
7/8/2019,138.59
7/9/2019,138.62
7/10/2019,138.57
7/11/2019,137.09
7/12/2019,137.17
7/15/2019,138.37
7/16/2019,140.43
7/17/2019,145.71
7/18/2019,147.5
7/19/2019,145.18
7/22/2019,147.06
7/23/2019,147.29
7/24/2019,146.76
7/25/2019,149.72
7/26/2019,152.98
7/29/2019,152.21
7/30/2019,152.26
7/31/2019,151.74
8/1/2019,151.69
8/2/2019,152.11
8/5/2019,149.12
8/6/2019,150.37
8/7/2019,152.61
8/8/2019,154.57
8/9/2019,155.48
8/12/2019,155.89
8/13/2019,155.36
8/14/2019,152.42
8/15/2019,155.5
8/16/2019,155.44
8/19/2019,157.77
8/20/2019,156.48
8/21/2019,158.75
8/22/2019,158.38
8/23/2019,157.03
8/26/2019,159.05
8/27/2019,159.38
8/28/2019,160.48
8/29/2019,157.99
8/30/2019,158.48
9/3/2019,159.93
9/4/2019,161.4
9/5/2019,160.3
9/6/2019,158.98
9/9/2019,156.15
9/10/2019,152.54
9/11/2019,151.15
9/12/2019,151.26
9/13/2019,148.57
9/16/2019,148.04
9/17/2019,152.69
9/18/2019,153.05
9/19/2019,153.45
9/20/2019,153.94
9/23/2019,153.31
9/24/2019,155.66
9/25/2019,153.37
9/26/2019,154.28
9/27/2019,153.78
9/30/2019,154.99
10/1/2019,154.89
10/2/2019,153.55
10/3/2019,155.48
10/4/2019,157.51
10/7/2019,157.7
10/8/2019,156.28
10/9/2019,156.47
10/10/2019,156.3
10/11/2019,155.31
10/14/2019,155.38
10/15/2019,152.54
10/16/2019,151.53
10/17/2019,152.73
10/18/2019,153.07
10/21/2019,153.58
10/22/2019,149.75
10/23/2019,149.71
10/24/2019,146.37
10/25/2019,143.31
10/28/2019,141.15
10/29/2019,143.65
10/30/2019,145.97
10/31/2019,146.87
11/1/2019,143.07
11/4/2019,140.53
11/5/2019,140.29
11/6/2019,140.82
11/7/2019,141.32
11/8/2019,140.97
11/11/2019,141.73
11/12/2019,142.85
11/13/2019,145.78
11/14/2019,146.31
11/15/2019,145.75
11/18/2019,146.69
11/19/2019,147.56
11/20/2019,149.12
11/21/2019,146.55
11/22/2019,146.84
11/25/2019,146.08
11/26/2019,149.59
11/27/2019,148.56
11/29/2019,148.16
12/2/2019,148.96
12/3/2019,148.8
12/4/2019,150.16
12/5/2019,149.97
12/6/2019,149.25
12/9/2019,149.54
12/10/2019,149.4
12/11/2019,149.77
12/12/2019,146.82
12/13/2019,147.15
12/16/2019,146.78
12/17/2019,144.71
12/18/2019,145.82
12/19/2019,146.67
12/20/2019,147.44
12/23/2019,146.31
12/24/2019,146.09
12/26/2019,146.29
12/27/2019,147.62
12/30/2019,146.82
12/31/2019,146.98
1/2/2020,143.96
1/3/2020,145.26
1/6/2020,144.57
1/7/2020,144.85
1/8/2020,146.04
1/9/2020,146.57
1/10/2020,148.13
1/13/2020,149.69
1/14/2020,148.83
1/15/2020,148.51
1/16/2020,148.97
1/17/2020,150.85
1/21/2020,152.83
1/22/2020,152.44
1/23/2020,153.83
1/24/2020,154.68
1/27/2020,152.85
1/28/2020,152.19
1/29/2020,151.15
1/30/2020,158.14
1/31/2020,155.17
2/3/2020,154.65
2/4/2020,152.44
2/5/2020,152.88
2/6/2020,154.34
2/7/2020,156.05
2/10/2020,156.99
2/11/2020,157.65
2/12/2020,157.86
2/13/2020,159.33
2/14/2020,160.34
2/18/2020,160.06
2/19/2020,160.49
2/20/2020,160.11
2/21/2020,160.32
2/24/2020,158.94
2/25/2020,157.32
2/26/2020,158.38
2/27/2020,151.96
2/28/2020,143.99
3/2/2020,152.36
3/3/2020,153.49
3/4/2020,160.95
3/5/2020,159
3/6/2020,156.29
3/9/2020,151
3/10/2020,154.55
3/11/2020,148.77
3/12/2020,132.87
3/13/2020,139.84
3/16/2020,125.93
3/17/2020,139.1
3/18/2020,116.11
3/19/2020,121.79
3/20/2020,117.73
3/23/2020,111.43
3/24/2020,121.92
3/25/2020,126.14
3/26/2020,132.45
3/27/2020,130.84
3/30/2020,137.78
3/31/2020,132.5
4/1/2020,131.66
4/2/2020,135.73
4/3/2020,139.77
4/6/2020,141.86
4/7/2020,141.11
4/8/2020,142.71
4/9/2020,143.91
