Date,Close
4/12/2019,463.38
4/15/2019,460
4/16/2019,452.66
4/17/2019,447.52
4/18/2019,446.44
4/22/2019,447.23
4/23/2019,450.21
4/24/2019,453.46
4/25/2019,453.89
4/26/2019,453.05
4/29/2019,448.81
4/30/2019,454.7
5/1/2019,450.01
5/2/2019,465.01
5/3/2019,476.99
5/6/2019,478.53
5/7/2019,474.93
5/8/2019,478.98
5/9/2019,476.59
5/10/2019,479.82
5/13/2019,476.24
5/14/2019,484
5/15/2019,486.62
5/16/2019,491.76
5/17/2019,490.28
5/20/2019,480.12
5/21/2019,484.45
5/22/2019,493.99
5/23/2019,496.26
5/24/2019,496.52
5/28/2019,491.23
5/29/2019,482.55
5/30/2019,487.31
5/31/2019,485.79
6/3/2019,485.58
6/4/2019,481.05
6/5/2019,495.29
6/6/2019,494.66
6/7/2019,499.6
6/10/2019,506.02
6/11/2019,504.24
6/12/2019,503.67
6/13/2019,507.3
6/14/2019,509.92
6/17/2019,511.48
6/18/2019,503.23
6/19/2019,511.17
6/20/2019,508.37
6/21/2019,508.09
6/24/2019,510.04
6/25/2019,500.05
6/26/2019,490.28
6/27/2019,498.19
6/28/2019,504.29
7/1/2019,504.94
7/2/2019,514.94
7/3/2019,518.95
7/5/2019,518.18
7/8/2019,519.16
7/9/2019,521.5
7/10/2019,527.16
7/11/2019,523.88
7/12/2019,518.01
7/15/2019,516.99
7/16/2019,514.22
7/17/2019,512.18
7/18/2019,512.17
7/19/2019,506.61
7/22/2019,506.4
7/23/2019,507.33
7/24/2019,508.32
7/25/2019,490.48
7/26/2019,488.81
7/29/2019,486.58
7/30/2019,498.82
7/31/2019,502.1
8/1/2019,522.75
8/2/2019,524.09
8/5/2019,512.68
8/6/2019,519.86
8/7/2019,533.09
8/8/2019,549.24
8/9/2019,552.42
8/12/2019,553.3
8/13/2019,548.38
8/14/2019,539.88
8/15/2019,546.34
8/16/2019,551.81
8/19/2019,555.73
8/20/2019,547
8/21/2019,552.1
8/22/2019,554.42
8/23/2019,549.42
8/26/2019,558.68
8/27/2019,557.52
8/28/2019,553.53
8/29/2019,557.72
8/30/2019,556.28
9/3/2019,565.91
9/4/2019,558.49
9/5/2019,551
9/6/2019,554.09
9/9/2019,538.21
9/10/2019,531.44
9/11/2019,528.44
9/12/2019,538.88
9/13/2019,536.8
9/16/2019,549.93
9/17/2019,558.91
9/18/2019,561
9/19/2019,569.03
9/20/2019,566.45
9/23/2019,581.71
9/24/2019,572.04
9/25/2019,579.25
9/26/2019,583.02
9/27/2019,576.62
9/30/2019,576.8
10/1/2019,569.59
10/2/2019,561.52
10/3/2019,575.75
10/4/2019,581.65
10/7/2019,577.31
10/8/2019,569.5
10/9/2019,575
10/10/2019,572.2
10/11/2019,566.61
10/14/2019,567.5
10/15/2019,571.65
10/16/2019,567.89
10/17/2019,571.84
10/18/2019,576.41
10/21/2019,577.35
10/22/2019,569.93
10/23/2019,566.62
10/24/2019,563.34
10/25/2019,565.74
10/28/2019,567.13
10/29/2019,567.52
10/30/2019,571.16
10/31/2019,566.78
11/1/2019,562.24
11/4/2019,543.2
11/5/2019,527.19
11/6/2019,531.88
11/7/2019,522.5
11/8/2019,530.31
11/11/2019,535
11/12/2019,531.24
11/13/2019,540.73
11/14/2019,544.71
11/15/2019,550.41
11/18/2019,558.21
11/19/2019,564.96
11/20/2019,568.76
11/21/2019,560.17
11/22/2019,557.58
11/25/2019,553.85
11/26/2019,554.68
11/27/2019,565.19
11/29/2019,566.85
12/2/2019,549.74
12/3/2019,552.6
12/4/2019,562.93
12/5/2019,560.06
12/6/2019,559.19
12/9/2019,560.72
12/10/2019,557.73
12/11/2019,559.14
12/12/2019,547.8
12/13/2019,551.84
12/16/2019,562.8
12/17/2019,557.52
12/18/2019,565.45
12/19/2019,575.92
12/20/2019,577.71
12/23/2019,571.64
12/24/2019,573.24
12/26/2019,579.51
12/27/2019,582.5
12/30/2019,580.24
12/31/2019,583.7
1/2/2020,579.35
1/3/2020,585.12
1/6/2020,584.48
1/7/2020,581.88
1/8/2020,583.8
1/9/2020,588.99
1/10/2020,594
1/13/2020,594.96
1/14/2020,586.5
1/15/2020,586.24
1/16/2020,595.12
1/17/2020,588
1/21/2020,590
1/22/2020,591.67
1/23/2020,596.01
1/24/2020,591.96
1/27/2020,593.95
1/28/2020,602.57
1/29/2020,602.68
1/30/2020,603
1/31/2020,589.73
2/3/2020,603.6
2/4/2020,607.85
2/5/2020,601.26
2/6/2020,603.73
2/7/2020,606
2/10/2020,612.03
2/11/2020,613.57
2/12/2020,623.14
2/13/2020,635.75
2/14/2020,648.65
2/18/2020,643.59
2/19/2020,643.72
2/20/2020,648.39
2/21/2020,655.99
2/24/2020,644.9
2/25/2020,631.98
2/26/2020,629.84
2/27/2020,597.49
2/28/2020,572.8
3/2/2020,618.88
3/3/2020,615.16
3/4/2020,645.49
3/5/2020,616.67
3/6/2020,608.67
3/9/2020,574.06
3/10/2020,610.28
3/11/2020,598.8
3/12/2020,565.13
3/13/2020,621.09
3/16/2020,542.43
3/17/2020,575.18
3/18/2020,572.14
3/19/2020,550
3/20/2020,506.52
3/23/2020,489.14
3/24/2020,545.89
3/25/2020,553.92
3/26/2020,587.58
3/27/2020,594.27
3/30/2020,644.87
3/31/2020,624.57
4/1/2020,595.46
4/2/2020,626.15
4/3/2020,624.69
4/6/2020,652.22
4/7/2020,623.62
4/8/2020,664.26
4/9/2020,686.94
