Date,Close
4/12/2019,197.96
4/15/2019,196.09
4/16/2019,192.2
4/17/2019,191.17
4/18/2019,192.91
4/22/2019,192.32
4/23/2019,193.4
4/24/2019,193.23
4/25/2019,192.29
4/26/2019,193.21
4/29/2019,192.44
4/30/2019,195.3
5/1/2019,192.91
5/2/2019,192.8
5/3/2019,192.95
5/6/2019,192.18
5/7/2019,189.85
5/8/2019,191.64
5/9/2019,192.52
5/10/2019,195.66
5/13/2019,196.88
5/14/2019,198.07
5/15/2019,200.47
5/16/2019,202.02
5/17/2019,202.43
5/20/2019,198.25
5/21/2019,198.17
5/22/2019,200.67
5/23/2019,202.92
5/24/2019,203
5/28/2019,202.55
5/29/2019,201.13
5/30/2019,204.69
5/31/2019,208.77
6/3/2019,209.29
6/4/2019,208.01
6/5/2019,212.77
6/6/2019,212.7
6/7/2019,212.46
6/10/2019,209.85
6/11/2019,208.97
6/12/2019,211.5
6/13/2019,209.01
6/14/2019,211.23
6/17/2019,214.09
6/18/2019,214.39
6/19/2019,216.17
6/20/2019,217.52
6/21/2019,215.18
6/24/2019,214.55
6/25/2019,210.81
6/26/2019,205.8
6/27/2019,205.85
6/28/2019,204.45
7/1/2019,202.3
7/2/2019,205.63
7/3/2019,210.17
7/5/2019,209.04
7/8/2019,208.95
7/9/2019,211.31
7/10/2019,211.53
7/11/2019,209.26
7/12/2019,208.98
7/15/2019,210.7
7/16/2019,209.31
7/17/2019,208.74
7/18/2019,208.66
7/19/2019,205.56
7/22/2019,206.7
7/23/2019,206.8
7/24/2019,204.79
7/25/2019,205.42
7/26/2019,204.59
7/29/2019,205.57
7/30/2019,208.65
7/31/2019,211.62
8/1/2019,211.41
8/2/2019,215.47
8/5/2019,213.9
8/6/2019,216.95
8/7/2019,217.43
8/8/2019,221.02
8/9/2019,222.23
8/12/2019,222.22
8/13/2019,221.1
8/14/2019,218.88
8/15/2019,224.2
8/16/2019,222.93
8/19/2019,225.19
8/20/2019,225.56
8/21/2019,227.38
8/22/2019,228.51
8/23/2019,226.57
8/26/2019,230.07
8/27/2019,229.79
8/28/2019,230.14
8/29/2019,230.41
8/30/2019,230.19
9/3/2019,237.84
9/4/2019,241.07
9/5/2019,235.75
9/6/2019,232.59
9/9/2019,224
9/10/2019,216.21
9/11/2019,212.7
9/12/2019,218.85
9/13/2019,215.37
9/16/2019,216.77
9/17/2019,221.3
9/18/2019,221.61
9/19/2019,227.07
9/20/2019,225.56
9/23/2019,225.38
9/24/2019,225.16
9/25/2019,222.04
9/26/2019,223
9/27/2019,218.98
9/30/2019,221.13
10/1/2019,220.89
10/2/2019,219.99
10/3/2019,223.9
10/4/2019,225.93
10/7/2019,225.28
10/8/2019,226.1
10/9/2019,226.57
10/10/2019,226.28
10/11/2019,224.45
10/14/2019,225.64
10/15/2019,224.21
10/16/2019,221.97
10/17/2019,225.91
10/18/2019,229.09
10/21/2019,229.4
10/22/2019,226.74
10/23/2019,226.02
10/24/2019,223.47
10/25/2019,216.67
10/28/2019,210.75
10/29/2019,216.16
10/30/2019,217.24
10/31/2019,218.08
11/1/2019,215.52
11/4/2019,211.07
11/5/2019,206.01
11/6/2019,207.98
11/7/2019,205.69
11/8/2019,205.87
11/11/2019,207.35
11/12/2019,206.75
11/13/2019,210.32
11/14/2019,211.8
11/15/2019,213.37
11/18/2019,214.33
11/19/2019,215.57
11/20/2019,217.9
11/21/2019,213.54
11/22/2019,210.11
11/25/2019,209.71
11/26/2019,214.79
11/27/2019,214.91
11/29/2019,214.03
12/2/2019,209.57
12/3/2019,211.21
12/4/2019,213.36
12/5/2019,213.53
12/6/2019,212.2
12/9/2019,212.65
12/10/2019,210
12/11/2019,211.56
12/12/2019,209.69
12/13/2019,212.52
12/16/2019,215.6
12/17/2019,211.93
12/18/2019,217.95
12/19/2019,224.2
12/20/2019,227.74
12/23/2019,226.97
12/24/2019,227.08
12/26/2019,227.87
12/27/2019,229.08
12/30/2019,228.85
12/31/2019,229.82
1/2/2020,228.5
1/3/2020,228.61
1/6/2020,228.55
1/7/2020,223.68
1/8/2020,225.62
1/9/2020,226.47
1/10/2020,230.8
1/13/2020,235.41
1/14/2020,233.95
1/15/2020,235.38
1/16/2020,232.24
1/17/2020,233.42
1/21/2020,236.73
1/22/2020,235.16
1/23/2020,237.83
1/24/2020,237.52
1/27/2020,237.47
1/28/2020,237.18
1/29/2020,233.44
1/30/2020,235.2
1/31/2020,231.74
2/3/2020,234.07
2/4/2020,237.45
2/5/2020,236.38
2/6/2020,237.81
2/7/2020,238.75
2/10/2020,243.69
2/11/2020,254.27
2/12/2020,256.18
2/13/2020,256.9
2/14/2020,256.25
2/18/2020,252.93
2/19/2020,248.1
2/20/2020,247.54
2/21/2020,247.01
2/24/2020,245.11
2/25/2020,246.14
2/26/2020,242.67
2/27/2020,232.93
2/28/2020,226.8
3/2/2020,240.75
3/3/2020,242.65
3/4/2020,251.66
3/5/2020,246.94
3/6/2020,246.32
3/9/2020,231.86
3/10/2020,243.87
3/11/2020,232.9
3/12/2020,217.83
3/13/2020,238.99
3/16/2020,202.75
3/17/2020,227.53
3/18/2020,217.14
3/19/2020,209
3/20/2020,195.39
3/23/2020,179.09
3/24/2020,190.27
3/25/2020,199.26
3/26/2020,222.2
3/27/2020,218.48
3/30/2020,230.58
3/31/2020,217.75
4/1/2020,206.97
4/2/2020,220.75
4/3/2020,222.8
4/6/2020,235.18
4/7/2020,227.77
4/8/2020,249.25
4/9/2020,259.6
