Date,Close
4/12/2019,95.24
4/15/2019,95.05
4/16/2019,93.39
4/17/2019,92.9
4/18/2019,93.46
4/22/2019,93.64
4/23/2019,94.3
4/24/2019,94.64
4/25/2019,95.21
4/26/2019,95.13
4/29/2019,95
4/30/2019,96.9
5/1/2019,95.89
5/2/2019,96.22
5/3/2019,96.63
5/6/2019,96.21
5/7/2019,96.51
5/8/2019,94.23
5/9/2019,94.31
5/10/2019,96.33
5/13/2019,97.47
5/14/2019,96.49
5/15/2019,96.29
5/16/2019,96.91
5/17/2019,97.89
5/20/2019,97.95
5/21/2019,97.68
5/22/2019,98.49
5/23/2019,99.35
5/24/2019,98.99
5/28/2019,96.93
5/29/2019,95.66
5/30/2019,96.16
5/31/2019,97.07
6/3/2019,98.02
6/4/2019,97.44
6/5/2019,100.24
6/6/2019,100.98
6/7/2019,100.6
6/10/2019,99.85
6/11/2019,99.5
6/12/2019,101.31
6/13/2019,101.02
6/14/2019,102.04
6/17/2019,101.76
6/18/2019,101.3
6/19/2019,102.48
6/20/2019,103.44
6/21/2019,104.26
6/24/2019,103.69
6/25/2019,103.24
6/26/2019,101.21
6/27/2019,101.66
6/28/2019,102.93
7/1/2019,102
7/2/2019,103.69
7/3/2019,104.54
7/5/2019,104.34
7/8/2019,104.37
7/9/2019,104.24
7/10/2019,104.67
7/11/2019,104.45
7/12/2019,103.87
7/15/2019,104.84
7/16/2019,104.88
7/17/2019,105.54
7/18/2019,106.75
7/19/2019,105.6
7/22/2019,105.4
7/23/2019,104.86
7/24/2019,104.66
7/25/2019,104.02
7/26/2019,103.69
7/29/2019,104.94
7/30/2019,103.88
7/31/2019,105.62
8/1/2019,106.96
8/2/2019,106.72
8/5/2019,104.91
8/6/2019,106.55
8/7/2019,105.92
8/8/2019,107.04
8/9/2019,107.43
8/12/2019,107.74
8/13/2019,107.82
8/14/2019,107
8/15/2019,109
8/16/2019,109.19
8/19/2019,109.79
8/20/2019,110.21
8/21/2019,111.67
8/22/2019,111.31
8/23/2019,109.84
8/26/2019,111.54
8/27/2019,112.1
8/28/2019,112.32
8/29/2019,113.02
8/30/2019,112.84
9/3/2019,115.18
9/4/2019,115.57
9/5/2019,114.5
9/6/2019,113.55
9/9/2019,112.59
9/10/2019,112.25
9/11/2019,112.91
9/12/2019,113.89
9/13/2019,113.52
9/16/2019,113.53
9/17/2019,114.46
9/18/2019,114.65
9/19/2019,115.08
9/20/2019,115.21
9/23/2019,115.63
9/24/2019,117.09
9/25/2019,116.88
9/26/2019,117.55
9/27/2019,117.5
9/30/2019,117.36
10/1/2019,117.32
10/2/2019,116.45
10/3/2019,116.5
10/4/2019,118.77
10/7/2019,117.79
10/8/2019,117.62
10/9/2019,118.06
10/10/2019,117.79
10/11/2019,117.23
10/14/2019,116.61
10/15/2019,115.55
10/16/2019,116.04
10/17/2019,117.28
10/18/2019,118.15
10/21/2019,119.02
10/22/2019,119.41
10/23/2019,120.65
10/24/2019,121.25
10/25/2019,120.27
10/28/2019,118.12
10/29/2019,119.04
10/30/2019,121.56
10/31/2019,121.48
11/1/2019,119.66
11/4/2019,118.59
11/5/2019,116.58
11/6/2019,116.35
11/7/2019,114.73
11/8/2019,114.9
11/11/2019,114.09
11/12/2019,114.86
11/13/2019,117.52
11/14/2019,116.89
11/15/2019,116.71
11/18/2019,116.89
11/19/2019,116.19
11/20/2019,117.06
11/21/2019,115.9
11/22/2019,115.72
11/25/2019,115.38
11/26/2019,116.47
11/27/2019,116.92
11/29/2019,116.39
12/2/2019,115.98
12/3/2019,116.92
12/4/2019,118.11
12/5/2019,118.42
12/6/2019,118.09
12/9/2019,118.18
12/10/2019,117.67
12/11/2019,118.18
12/12/2019,116.92
12/13/2019,118.3
12/16/2019,119.12
12/17/2019,118.82
12/18/2019,119.66
12/19/2019,119.51
12/20/2019,120.17
12/23/2019,118.57
12/24/2019,119.44
12/26/2019,119.52
12/27/2019,119.86
12/30/2019,119.28
12/31/2019,119.8
1/2/2020,117.93
1/3/2020,118.73
1/6/2020,119.15
1/7/2020,119.13
1/8/2020,118.96
1/9/2020,120.26
1/10/2020,120.61
1/13/2020,121.52
1/14/2020,121.58
1/15/2020,123.74
1/16/2020,124.95
1/17/2020,126.31
1/21/2020,127.36
1/22/2020,127.89
1/23/2020,129.95
1/24/2020,130.73
1/27/2020,129.55
1/28/2020,129.99
1/29/2020,130.55
1/30/2020,131.72
1/31/2020,131.52
2/3/2020,132.19
2/4/2020,130.56
2/5/2020,130.56
2/6/2020,131.41
2/7/2020,131.94
2/10/2020,132.89
2/11/2020,132.89
2/12/2020,131.56
2/13/2020,133.24
2/14/2020,134.13
2/18/2020,134.78
2/19/2020,133.09
2/20/2020,131.45
2/21/2020,129.96
2/24/2020,129.74
2/25/2020,126.3
2/26/2020,125.65
2/27/2020,120.8
2/28/2020,116.91
3/2/2020,124.12
3/3/2020,121.89
3/4/2020,128.36
3/5/2020,127.46
3/6/2020,124.28
3/9/2020,115.4
3/10/2020,119.29
3/11/2020,111.62
3/12/2020,101.64
3/13/2020,102.93
3/16/2020,86.74
3/17/2020,99.62
3/18/2020,86.41
3/19/2020,84.05
3/20/2020,79.99
3/23/2020,78.18
3/24/2020,86.33
3/25/2020,88.96
3/26/2020,96.71
3/27/2020,97.34
3/30/2020,100.07
3/31/2020,93.97
4/1/2020,85.58
4/2/2020,88.2
4/3/2020,83.38
4/6/2020,93
4/7/2020,93.65
4/8/2020,100.52
4/9/2020,102.91
